Unnamed: 0,Code,Name,Gender,Age,NOC,Country,Discipline,Sport,Event,Rank,Medal
7449,1348985,LETCHER Luke,Male,27,AUS,Australia,ROW,Rowing,Men's Quadruple Sculls Team,3.0,Bronze
7451,1366661,LETH Julie,Female,29,DEN,Denmark,CTR,Cycling Track,Women's Madison Team,2.0,Silver
7455,1426195,LEUNG Janet,Female,27,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
7457,1467369,LEURINK Laurien,Female,26,NED,Netherlands,HOC,Hockey,Women Team,1.0,Gold
7474,1420583,LEVY Ronald,Male,28,JAM,Jamaica,ATH,Athletics,Men's 110m Hurdles,3.0,Bronze
7481,1439921,LEYNAUD Amandine,Female,35,FRA,France,HBL,Handball,Women Team,1.0,Gold
7485,1311341,LI Bingjie,Female,19,CHN,China,SWM,Swimming,Women's 400m Freestyle,3.0,Bronze
7488,1311341,LI Bingjie,Female,19,CHN,China,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,1.0,Gold
7492,1342295,LI Fabin,Male,28,CHN,China,WLF,Weightlifting,Men's 61kg,1.0,Gold
7499,1311484,LI Jingjing,Female,27,CHN,China,ROW,Rowing,Women's Eight Team,3.0,Bronze
7500,1349530,LI Jun Hui,Male,26,CHN,China,BDM,Badminton,Men's Doubles Team,2.0,Silver
7505,1306098,LI Qian,Female,31,CHN,China,BOX,Boxing,Women's Middle (69-75kg),2.0,Silver
7512,1342297,LI Wenwen,Female,21,CHN,China,WLF,Weightlifting,Women's +87kg,1.0,Gold
7519,1302196,LI Yuehong,Male,31,CHN,China,SHO,Shooting,25m Rapid Fire Pistol Men,3.0,Bronze
7531,1380685,LIANG Xinping,Female,27,CHN,China,SWA,Artistic Swimming,Team,2.0,Silver
7532,1310365,LIAO Qiuyun,Female,26,CHN,China,WLF,Weightlifting,Women's 55kg,2.0,Silver
7537,1333354,LIEBSCHER Tom,Male,28,GER,Germany,CSP,Canoe Sprint,Men's Kayak Four 500m Team,1.0,Gold
7553,1402612,LIKUCEVA Laisana,Female,22,FIJ,Fiji,RUG,Rugby Sevens,Women Team,3.0,Bronze
7555,1312776,LILLARD Damian,Male,31,USA,United States,BKB,Basketball,Men Team,1.0,Gold
7559,1366890,LIMA Bruno,Male,25,ARG,Argentina,VVO,Volleyball,Men Team,3.0,Bronze
7576,1323022,LIN Chaopan,Male,25,CHN,China,GAR,Artistic Gymnastics,Men's Team,3.0,Bronze
7594,1338649,LIN Yun Ju,Male,19,TPE,Chinese Taipei,TTE,Table Tennis,Mixed Doubles Team,3.0,Bronze
7600,1449683,LINDAHL Hedvig,Female,38,SWE,Sweden,FBL,Football,Women Team,2.0,Silver
7618,1408572,LIPTAK Jiri,Male,39,CZE,Czech Republic,SHO,Shooting,Trap Men,1.0,Gold
7628,1406269,LISTUNOVA Viktoriia,Female,16,ROC,Russia,GAR,Artistic Gymnastics,Women's Team,1.0,Gold
7634,1302288,LITHERLAND Jay,Male,25,USA,United States,SWM,Swimming,Men's 400m Individual Medley,2.0,Silver
7642,1290419,LITVINCHUK Maryna,Female,33,BLR,Belarus,CSP,Canoe Sprint,Women's Kayak Four 500m Team,2.0,Silver
7644,1290480,LITVINOVICH Ivan,Male,20,BLR,Belarus,GTR,Trampoline Gymnastics,Men,1.0,Gold
7646,1324788,LIU Hao,Male,27,CHN,China,CSP,Canoe Sprint,Men's Canoe Single 1000m,2.0,Silver
7647,1324788,LIU Hao,Male,27,CHN,China,CSP,Canoe Sprint,Men's Canoe Double 1000m Team,2.0,Silver
7648,1305027,LIU Hong,Female,34,CHN,China,ATH,Athletics,Women's 20km Race Walk,3.0,Bronze
7656,1310394,LIU Lingling,Female,26,CHN,China,GTR,Trampoline Gymnastics,Women,2.0,Silver
7659,1322024,LIU Shiwen,Female,30,CHN,China,TTE,Table Tennis,Mixed Doubles Team,2.0,Silver
7660,1304505,LIU Shiying,Female,27,CHN,China,ATH,Athletics,Women's Javelin Throw,1.0,Gold
7666,1324774,LIU Yang,Male,26,CHN,China,GAR,Artistic Gymnastics,Men's Rings,1.0,Gold
7669,1349540,LIU Yu Chen,Male,26,CHN,China,BDM,Badminton,Men's Doubles Team,2.0,Silver
7671,1311560,LIU Zhiyu,Male,28,CHN,China,ROW,Rowing,Men's Double Sculls Team,3.0,Bronze
7682,1332186,LLOYD Carli,Female,39,USA,United States,FBL,Football,Women Team,3.0,Bronze
7686,1324323,LO Chia-Ling,Female,19,TPE,Chinese Taipei,TKW,Taekwondo,Women -57kg,3.0,Bronze
7692,1331024,LOBNIG Magdalena,Female,31,AUT,Austria,ROW,Rowing,Women's Single Sculls,3.0,Bronze
7697,1331781,LODO Matteo,Male,26,ITA,Italy,ROW,Rowing,Men's Four Team,3.0,Bronze
7707,1431899,LOGUNOVA Anastasiia,Female,31,ROC,Russia,BK3,3x3 Basketball,Women Team,2.0,Silver
7730,1320506,LONGAN Amanda,Female,24,USA,United States,WPO,Water Polo,Women Team,1.0,Gold
7734,1404048,LONGO BORGHINI Elisa,Female,29,ITA,Italy,CRD,Cycling Road,Women's Road Race,3.0,Bronze
7749,1306628,LOPEZ Arlen,Male,28,CUB,Cuba,BOX,Boxing,Men's Light Heavy (75-81kg),1.0,Gold
7755,1889003,LOPEZ Jack,Male,28,USA,United States,BSB,Baseball/Softball,Baseball Team,2.0,Silver
7761,1311232,LOPEZ NUNEZ Mijain,Male,38,CUB,Cuba,WRE,Wrestling,Men's Greco-Roman 130kg,1.0,Gold
7767,1334398,LORINCZ Tamas,Male,34,HUN,Hungary,WRE,Wrestling,Men's Greco-Roman 77kg,1.0,Gold
7768,1334399,LORINCZ Viktor,Male,31,HUN,Hungary,WRE,Wrestling,Men's Greco-Roman 87kg,2.0,Silver
7769,1301542,LORONA Vladimir,Male,22,MEX,Mexico,FBL,Football,Men Team,3.0,Bronze
7774,1366855,LOSER Agustin,Male,23,ARG,Argentina,VVO,Volleyball,Men Team,3.0,Bronze
7778,1306451,LOTFY Giana,Female,26,EGY,Egypt,KTE,Karate,Women's Kumite -61kg,3.0,Bronze
7779,1340620,LOUATI Yacine,Male,29,FRA,France,VVO,Volleyball,Men Team,1.0,Gold
7785,1312791,LOYD Jewell,Female,27,USA,United States,BKB,Basketball,Women Team,1.0,Gold
7800,1336626,LU Yunxiu,Female,24,CHN,China,SAL,Sailing,Women's Windsurfer - RS:X,1.0,Gold
7803,1351587,LUCAO,Male,20,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
7819,1318628,LUIS Vincent,Male,32,FRA,France,TRI,Triathlon,Mixed Relay Team,3.0,Bronze
7827,1343621,LUNDE Katrine,Female,41,NOR,Norway,HBL,Handball,Women Team,3.0,Bronze
7845,1306491,LUTZ Tina,Female,30,GER,Germany,SAL,Sailing,Women's Skiff - 49er  Team,2.0,Silver
7846,1337842,LUWAWU CABARROT Timothe,Male,26,FRA,France,BKB,Basketball,Men Team,2.0,Silver
7847,1393607,LUYPAERT Loick Fanny A,Male,29,BEL,Belgium,HOC,Hockey,Men Team,1.0,Gold
7848,1334797,LUZAN Liudmyla,Female,24,UKR,Ukraine,CSP,Canoe Sprint,Women's Canoe Single 200m,3.0,Bronze
7849,1334797,LUZAN Liudmyla,Female,24,UKR,Ukraine,CSP,Canoe Sprint,Women's Canoe Double 500m Team,2.0,Silver
7853,1426196,LYE Joey,Female,34,CAN,Canada,BSB,Baseball/Softball,Softball Team,3.0,Bronze
7854,1451463,LYLE Adrienne,Female,36,USA,United States,EQU,Equestrian,Dressage Team,2.0,Silver
7856,1458743,LYLES Noah,Male,24,USA,United States,ATH,Athletics,Men's 200m,3.0,Bronze
7861,1310367,LYU Xiaojun,Male,37,CHN,China,WLF,Weightlifting,Men's 81kg,1.0,Gold
7862,1311571,LYU Yang,Female,27,CHN,China,ROW,Rowing,Women's Quadruple Sculls Team,1.0,Gold
7863,1321054,MA Long,Male,32,CHN,China,TTE,Table Tennis,Men's Singles,1.0,Gold
7864,1321054,MA Long,Male,32,CHN,China,TTE,Table Tennis,Men's Team,1.0,Gold
7868,1335658,MA Segeon,Male,27,KOR,South Korea,FEN,Fencing,Men's Épée Team,3.0,Bronze
7876,1332187,MACARIO Catarina,Female,21,USA,United States,FBL,Football,Women Team,3.0,Bronze
7879,1466504,MACCARI Sofia,Female,37,ARG,Argentina,HOC,Hockey,Women Team,2.0,Silver
7880,1462939,MACDONALD Matt,Male,22,NZL,New Zealand,ROW,Rowing,Men's Eight Team,1.0,Gold
7892,1313618,MACHIDA Rui,Female,28,JPN,Japan,BKB,Basketball,Women Team,2.0,Silver
7900,1462943,MACKINTOSH Thomas,Male,24,NZL,New Zealand,ROW,Rowing,Men's Eight Team,1.0,Gold
7905,1459652,MACNEIL Margaret,Female,21,CAN,Canada,SWM,Swimming,Women's 100m Butterfly,1.0,Gold
7906,1459652,MACNEIL Margaret,Female,21,CAN,Canada,SWM,Swimming,Women's 4 x 100m Freestyle Relay Team,2.0,Silver
7907,1459652,MACNEIL Margaret,Female,21,CAN,Canada,SWM,Swimming,Women's 4 x 100m Medley Relay Team,3.0,Bronze
7915,1302440,MADDEN Paige,Female,22,USA,United States,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,2.0,Silver
7921,1366653,MADSEN Frederik,Male,23,DEN,Denmark,CTR,Cycling Track,Men's Team Pursuit Team,2.0,Silver
7951,1425914,MAGOMEDALIEVA Zenfira,Female,33,ROC,Russia,BOX,Boxing,Women's Middle (69-75kg),3.0,Bronze
7953,1364487,MAGYARI Alda,Female,20,HUN,Hungary,WPO,Water Polo,Women Team,3.0,Bronze
7956,1350430,MAHE Kentin,Male,30,FRA,France,HBL,Handball,Men Team,1.0,Gold
7958,1478534,MAHER Ben,Male,38,GBR,Great Britain,EQU,Equestrian,Jumping Individual,1.0,Gold
7976,1444761,MAHUCHIKH Yaroslava,Female,19,UKR,Ukraine,ATH,Athletics,Women's High Jump,3.0,Bronze
7981,1433273,MAILEY Madison,Female,24,CAN,Canada,ROW,Rowing,Women's Eight Team,1.0,Gold
8000,1344606,MAJSTOROVIC Dejan,Male,33,SRB,Serbia,BK3,3x3 Basketball,Men Team,3.0,Bronze
8003,1407715,MAKEEVA Kseniia,Female,30,ROC,Russia,HBL,Handball,Women Team,2.0,Silver
8009,1464524,MAKHMUDOV Akzhol,Male,22,KGZ,Kyrgyzstan,WRE,Wrestling,Men's Greco-Roman 77kg,2.0,Silver
8010,1290421,MAKHNEVA Marharyta,Female,29,BLR,Belarus,CSP,Canoe Sprint,Women's Kayak Four 500m Team,2.0,Silver
8023,1428435,MAKSIMOVA Anastasiia,Female,30,ROC,Russia,GRY,Rhythmic Gymnastics,Group All-Around Team,2.0,Silver
8026,1352856,MAKWALA Isaac,Male,35,BOT,Botswana,ATH,Athletics,Men's 4 x 400m Relay Team,3.0,Bronze
8031,1452204,MALAGON Luis,Male,24,MEX,Mexico,FBL,Football,Men Team,3.0,Bronze
8032,1313024,MALAK Hedaya,Female,28,EGY,Egypt,TKW,Taekwondo,Women -67kg,3.0,Bronze
8034,1351620,MALCOM,Male,24,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
8060,1403700,MALONGA Madeleine,Female,27,FRA,France,JUD,Judo,Women -78 kg,2.0,Silver
8061,1403700,MALONGA Madeleine,Female,27,FRA,France,JUD,Judo,Mixed Team,1.0,Gold
8070,1431518,MALYUTIN Martin,Male,22,ROC,Russia,SWM,Swimming,Men's 4 x 200m Freestyle Relay Team,2.0,Silver
8076,1450256,MAMONA Patricia,Female,32,POR,Portugal,ATH,Athletics,Women's Triple Jump,2.0,Silver
8080,1407717,MANAGAROVA Iuliia,Female,32,ROC,Russia,HBL,Handball,Women Team,2.0,Silver
8081,1312287,MANAUDOU Florent,Male,30,FRA,France,SWM,Swimming,Men's 50m Freestyle,2.0,Silver
8084,1344187,MANDIC Dusan,Male,27,SRB,Serbia,WPO,Water Polo,Men Team,1.0,Gold
8085,1344575,MANDIC Milica,Female,29,SRB,Serbia,TKW,Taekwondo,Women +67kg,1.0,Gold
8090,1299099,MANENTI Davide,Male,32,ITA,Italy,ATH,Athletics,Men's 4 x 100m Relay Team,1.0,Gold
8094,1364572,MANHERCZ Krisztian,Male,24,HUN,Hungary,WPO,Water Polo,Men Team,3.0,Bronze
8104,1459034,MANSON Taylor,Female,21,USA,United States,ATH,Athletics,4 x 400m Relay Mixed Team,3.0,Bronze
8114,1302452,MANUEL Simone,Female,25,USA,United States,SWM,Swimming,Women's 4 x 100m Freestyle Relay Team,3.0,Bronze
8117,1459385,MAQALA Sireli,Male,21,FIJ,Fiji,RUG,Rugby Sevens,Men Team,1.0,Gold
8118,1314297,MAQUEDA PENO Jorge,Male,33,ESP,Spain,HBL,Handball,Men Team,3.0,Bronze
8135,1464328,MARCIAL Eumir,Male,25,PHI,Philippines,BOX,Boxing,Men's Middle (69-75kg),3.0,Bronze
8139,1362719,MARE Santiago,Male,24,ARG,Argentina,RUG,Rugby Sevens,Men Team,3.0,Bronze
8147,1285222,MARGVELASHVILI Vazha,Male,27,GEO,Georgia,JUD,Judo,Men -66 kg,2.0,Silver
8160,1443879,MARINEZ Jhan,Male,32,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
8173,1347857,MAROULIS Helen Louise,Female,29,USA,United States,WRE,Wrestling,Women's Freestyle 57kg,3.0,Bronze
8200,1456334,MARTIN Damir,Male,33,CRO,Croatia,ROW,Rowing,Men's Single Sculls,3.0,Bronze
8204,1483116,MARTIN Dylan,Male,23,AUS,Australia,HOC,Hockey,Men Team,2.0,Silver
8206,1444600,MARTIN Hannah,Female,26,GBR,Great Britain,HOC,Hockey,Women Team,3.0,Bronze
8208,1409218,MARTIN Henry,Male,28,MEX,Mexico,FBL,Football,Men Team,3.0,Bronze
8209,1329689,MARTIN Logan,Male,27,AUS,Australia,BMF,Cycling BMX Freestyle,Men's Park,1.0,Gold
8211,1351544,MARTINELLI Gabriel,Male,20,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
8212,1350375,MARTINENGHI Nicolo,Male,22,ITA,Italy,SWM,Swimming,Men's 100m Breaststroke,3.0,Bronze
8213,1350375,MARTINENGHI Nicolo,Male,22,ITA,Italy,SWM,Swimming,Men's 4 x 100m Medley Relay Team,3.0,Bronze
8228,1460183,MARTINEZ Nick,Male,31,USA,United States,BSB,Baseball/Softball,Baseball Team,2.0,Silver
8250,1302927,MARTIROSYAN Simon,Male,24,ARM,Armenia,WLF,Weightlifting,Men's 109kg,2.0,Silver
8259,1428174,MARTYANOVA Marta,Female,22,ROC,Russia,FEN,Fencing,Women's Foil Team,1.0,Gold
8290,1459656,MASSE Kylie,Female,25,CAN,Canada,SWM,Swimming,Women's 100m Backstroke,2.0,Silver
8291,1459656,MASSE Kylie,Female,25,CAN,Canada,SWM,Swimming,Women's 200m Backstroke,2.0,Silver
8292,1459656,MASSE Kylie,Female,25,CAN,Canada,SWM,Swimming,Women's 4 x 100m Medley Relay Team,3.0,Bronze
8295,1310001,MASSIALAS Alexander,Male,27,USA,United States,FEN,Fencing,Men's Foil Team,3.0,Bronze
8297,1305862,MASSO Maykel,Male,22,CUB,Cuba,ATH,Athletics,Men's Long Jump,3.0,Bronze
8319,1351630,MATHEUS HENRIQUE,Male,23,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
8324,1467273,MATLA Frederique,Female,24,NED,Netherlands,HOC,Hockey,Women Team,1.0,Gold
8352,1308801,MATTSSON Matti,Male,27,FIN,Finland,SWM,Swimming,Men's 200m Breaststroke,3.0,Bronze
8364,1343109,MAURELLI Alessia,Female,24,ITA,Italy,GRY,Rhythmic Gymnastics,Group All-Around Team,3.0,Bronze
8369,1313628,MAWULI Evelyn,Female,26,JPN,Japan,BKB,Basketball,Women Team,2.0,Silver
8374,1391435,MAYER Kevin,Male,29,FRA,France,ATH,Athletics,Men's Decathlon,2.0,Silver
8381,1325720,MAYORA PERNIA Julio Ruben,Male,25,VEN,Venezuela,WLF,Weightlifting,Men's 73kg,2.0,Silver
8395,1424995,MBOMA Christine,Female,18,NAM,Namibia,ATH,Athletics,Women's 200m,2.0,Silver
8403,1348666,Mc CALLUM Grace,Female,18,USA,United States,GAR,Artistic Gymnastics,Women's Team,2.0,Silver
8404,1281625,Mc CARTHY Fintan,Male,24,IRL,Ireland,ROW,Rowing,Lightweight Men's Double Sculls Team,1.0,Gold
8406,1310048,Mc CLENEY Haylie,Female,27,USA,United States,BSB,Baseball/Softball,Softball Team,2.0,Silver
8408,1302302,Mc LAUGHLIN Kathryn,Female,24,USA,United States,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,2.0,Silver
8417,1444603,McCALLIN Shona,Female,29,GBR,Great Britain,HOC,Hockey,Women Team,3.0,Bronze
8428,1443419,McCORMACK Pat,Male,26,GBR,Great Britain,BOX,Boxing,Men's Welter (63-69kg),2.0,Silver
8436,1481542,McDERMOTT Nicola,Female,24,AUS,Australia,ATH,Athletics,Women's High Jump,2.0,Silver
8445,1320183,McDOWELL Kevin,Male,29,USA,United States,TRI,Triathlon,Mixed Relay Team,2.0,Silver
8448,1482868,McEVOY Cameron,Male,27,AUS,Australia,SWM,Swimming,Men's 4 x 100m Freestyle Relay Team,3.0,Bronze
8450,1478824,McEWEN Tom,Male,30,GBR,Great Britain,EQU,Equestrian,Eventing Team,1.0,Gold
8451,1478824,McEWEN Tom,Male,30,GBR,Great Britain,EQU,Equestrian,Eventing Individual,2.0,Silver
8454,1473836,McGARVEY-BLACK Ngarohi,Male,25,NZL,New Zealand,RUG,Rugby Sevens,Men Team,2.0,Silver
8456,1312792,MCGEE Javale,Male,33,USA,United States,BKB,Basketball,Men Team,1.0,Gold
8459,1889006,McGOUGH Scott,Male,31,USA,United States,BSB,Baseball/Softball,Baseball Team,2.0,Silver
8463,1412278,McGREGOR Roneisha,Female,23,JAM,Jamaica,ATH,Athletics,Women's 4 x 400m Relay Team,3.0,Bronze
8474,1348963,McINTYRE Annabelle,Female,24,AUS,Australia,ROW,Rowing,Women's Four Team,1.0,Gold
8475,1468364,McINTYRE Eilidh,Female,27,GBR,Great Britain,SAL,Sailing,Women's Two Person Dinghy - 470 Team,1.0,Gold
8482,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Women's 50m Freestyle,1.0,Gold
8483,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Women's 100m Freestyle,1.0,Gold
8484,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Women's 100m Butterfly,3.0,Bronze
8485,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Women's 4 x 100m Freestyle Relay Team,1.0,Gold
8486,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Women's 4 x 200m Freestyle Relay Team,3.0,Bronze
8487,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Women's 4 x 100m Medley Relay Team,1.0,Gold
8488,1482869,McKEON Emma,Female,27,AUS,Australia,SWM,Swimming,Mixed 4 x 100m Medley Relay Team,3.0,Bronze
8489,1482870,McKEOWN Kaylee,Female,20,AUS,Australia,SWM,Swimming,Women's 100m Backstroke,1.0,Gold
8490,1482870,McKEOWN Kaylee,Female,20,AUS,Australia,SWM,Swimming,Women's 200m Backstroke,1.0,Gold
8491,1482870,McKEOWN Kaylee,Female,20,AUS,Australia,SWM,Swimming,Women's 4 x 100m Medley Relay Team,1.0,Gold
8492,1482870,McKEOWN Kaylee,Female,20,AUS,Australia,SWM,Swimming,Mixed 4 x 100m Medley Relay Team,3.0,Bronze
8497,1458998,McLAUGHLIN Sydney,Female,22,USA,United States,ATH,Athletics,Women's 400m Hurdles,1.0,Gold
8498,1458998,McLAUGHLIN Sydney,Female,22,USA,United States,ATH,Athletics,Women's 4 x 400m Relay Team,1.0,Gold
8500,1412279,McLEOD Candice,Female,24,JAM,Jamaica,ATH,Athletics,Women's 4 x 400m Relay Team,3.0,Bronze
8503,1469423,McLEOD Erin,Female,38,CAN,Canada,FBL,Football,Women Team,1.0,Gold
8505,1482871,McLOUGHLIN Jack,Male,26,AUS,Australia,SWM,Swimming,Men's 400m Freestyle,2.0,Silver
8511,1482503,McNAB Kevin,Male,43,AUS,Australia,EQU,Equestrian,Eventing Team,2.0,Silver
8520,1437763,McPHERSON Stephenie Ann,Female,32,JAM,Jamaica,ATH,Athletics,Women's 4 x 400m Relay Team,3.0,Bronze
8541,1388967,MEDINA VENTURA Anabel,Female,24,DOM,Dominican Republic,ATH,Athletics,4 x 400m Relay Mixed Team,2.0,Silver
8553,1476566,MEESTER Veronique,Female,26,NED,Netherlands,ROW,Rowing,Women's Four Team,2.0,Silver
8571,1310041,MEINHARDT Gerek,Male,31,USA,United States,FEN,Fencing,Men's Foil Team,3.0,Bronze
8572,1444228,MEJIA Erick,Male,26,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
8574,1383850,MEKTIC Nikola,Male,32,CRO,Croatia,TEN,Tennis,Men's Doubles Team,1.0,Gold
8590,1406270,MELNIKOVA Angelina,Female,21,ROC,Russia,GAR,Artistic Gymnastics,Women's All-Around,3.0,Bronze
8594,1406270,MELNIKOVA Angelina,Female,21,ROC,Russia,GAR,Artistic Gymnastics,Women's Floor Exercise,3.0,Bronze
8595,1406270,MELNIKOVA Angelina,Female,21,ROC,Russia,GAR,Artistic Gymnastics,Women's Team,1.0,Gold
8607,1350431,MEM Dika,Male,23,FRA,France,HBL,Handball,Men Team,1.0,Gold
8612,1366897,MENDEZ Nicolas,Male,28,ARG,Argentina,VVO,Volleyball,Men Team,3.0,Bronze
8615,1362766,MENDY Ignacio,Male,21,ARG,Argentina,RUG,Rugby Sevens,Men Team,3.0,Bronze
8620,1353794,MENEZES OLIVEIRA de SOUZA Ana Cris.,Female,17,BRA,Brazil,VVO,Volleyball,Women Team,2.0,Silver
8623,1351539,MENINO Gabriel,Male,20,BRA,Brazil,FBL,Football,Men Team,1.0,Gold
8625,1367081,MENSAH Mads,Male,29,DEN,Denmark,HBL,Handball,Men Team,2.0,Silver
8626,1348084,MENSAH STOCK Tamyra Mariama,Female,28,USA,United States,WRE,Wrestling,Women's Freestyle 68kg,1.0,Gold
8628,1326848,MENZ Katharina,Female,30,GER,Germany,JUD,Judo,Mixed Team,3.0,Bronze
8635,1899278,MERCEDES Cristopher,Male,27,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
8636,1348964,MEREDITH Rowena,Female,26,AUS,Australia,ROW,Rowing,Women's Quadruple Sculls Team,3.0,Bronze
8640,1361692,MERINO Delfina,Female,31,ARG,Argentina,HOC,Hockey,Women Team,2.0,Silver
8641,1332360,MERINO Mikel,Male,25,ESP,Spain,FBL,Football,Men Team,2.0,Silver
8652,1351050,MERTINE Julien,Male,33,FRA,France,FEN,Fencing,Men's Foil Team,1.0,Gold
8677,1476569,METSEMAKERS Koen,Male,29,NED,Netherlands,ROW,Rowing,Men's Quadruple Sculls Team,1.0,Gold
8681,1401985,MEURMANS Augustin Jean J,Male,24,BEL,Belgium,HOC,Hockey,Men Team,1.0,Gold
8683,1332215,MEWIS Kristie,Female,30,USA,United States,FBL,Football,Women Team,3.0,Bronze
8684,1332238,MEWIS Samantha,Female,28,USA,United States,FBL,Football,Women Team,3.0,Bronze
8688,1364573,MEZEI Tamas,Male,30,HUN,Hungary,WPO,Water Polo,Men Team,3.0,Bronze
8694,1311574,MIAO Tian,Female,28,CHN,China,ROW,Rowing,Women's Eight Team,3.0,Bronze
8696,1316959,MICHALIK Tadeusz,Male,30,POL,Poland,WRE,Wrestling,Men's Greco-Roman 97kg,3.0,Bronze
8705,1340263,MICHEL Sarah,Female,32,FRA,France,BKB,Basketball,Women Team,3.0,Bronze
8717,1312793,MIDDLETON Khris,Male,29,USA,United States,BKB,Basketball,Men Team,1.0,Gold
8720,1896503,MIESES Johan,Male,26,DOM,Dominican Republic,BSB,Baseball/Softball,Baseball Team,3.0,Bronze
8721,1555465,MIEZIS Nauris,Male,30,LAT,Latvia,BK3,3x3 Basketball,Men Team,1.0,Gold
8726,1344645,MIHAJLOVIC Brankica,Female,30,SRB,Serbia,VVO,Volleyball,Women Team,3.0,Bronze
8734,1347145,MIHAMBO Malaika,Female,27,GER,Germany,ATH,Athletics,Women's Long Jump,1.0,Gold
8736,1344914,MIKEC Damir,Male,37,SRB,Serbia,SHO,Shooting,10m Air Pistol Men,2.0,Silver
8739,1407721,MIKHAYLICHENKO Elena,Female,19,ROC,Russia,HBL,Handball,Women Team,2.0,Silver
8740,1435961,MIKHAYLOV Maxim,Male,33,ROC,Russia,VVO,Volleyball,Men Team,2.0,Silver
8742,1473837,MIKKELSON Tim,Male,34,NZL,New Zealand,RUG,Rugby Sevens,Men Team,2.0,Silver
8756,1365884,MILAK Kristof,Male,21,HUN,Hungary,SWM,Swimming,Men's 100m Butterfly,2.0,Silver
8757,1365884,MILAK Kristof,Male,21,HUN,Hungary,SWM,Swimming,Men's 200m Butterfly,1.0,Gold
8759,1346208,MILAN Jonathan,Male,20,ITA,Italy,CTR,Cycling Track,Men's Team Pursuit Team,1.0,Gold
8763,1344641,MILENKOVIC Bojana,Female,24,SRB,Serbia,VVO,Volleyball,Women Team,3.0,Bronze
8773,1296116,MILLER-UIBO Shaunae,Female,27,BAH,Bahamas,ATH,Athletics,Women's 400m,1.0,Gold
8777,1468365,MILLS Hannah,Female,33,GBR,Great Britain,SAL,Sailing,Women's Two Person Dinghy - 470 Team,1.0,Gold
8778,1326488,MILLS Patty,Male,32,AUS,Australia,BKB,Basketball,Men Team,3.0,Bronze
8799,1313729,MINE Yukiyo,Female,33,JPN,Japan,BSB,Baseball/Softball,Softball Team,1.0,Gold
8801,1402149,MINGUEZA Oscar,Male,22,ESP,Spain,FBL,Football,Men Team,2.0,Silver
8803,1406344,MINIBAEV Viktor,Male,30,ROC,Russia,DIV,Diving,Men's Synchronised 10m Platform Team,3.0,Bronze
8804,1428989,MININA Tatiana,Female,24,ROC,Russia,TKW,Taekwondo,Women -57kg,2.0,Silver
8808,1315113,MINOBE Kazuyasu,Male,34,JPN,Japan,FEN,Fencing,Men's Épée Team,1.0,Gold
8820,1332363,MIR Rafa,Male,24,ESP,Spain,FBL,Football,Men Team,2.0,Silver
8821,1303836,MIRABAI Chanu Saikhom,Female,27,IND,India,WLF,Weightlifting,Women's 49kg,2.0,Silver
8823,1332365,MIRANDA Juan,Male,21,ESP,Spain,FBL,Football,Men Team,2.0,Silver
8827,1343287,MIRESSI Alessandro,Male,22,ITA,Italy,SWM,Swimming,Men's 4 x 100m Freestyle Relay Team,2.0,Silver
8828,1343287,MIRESSI Alessandro,Male,22,ITA,Italy,SWM,Swimming,Men's 4 x 100m Medley Relay Team,3.0,Bronze
8829,1344667,MIRKOVIC Sladjana,Female,25,SRB,Serbia,VVO,Volleyball,Women Team,3.0,Bronze
8850,1450840,MITCHELL Kelsey,Female,27,CAN,Canada,CTR,Cycling Track,Women's Sprint,1.0,Gold
8857,1477798,MITCHELL-BLAKE Nethaneel,Male,27,GBR,Great Britain,ATH,Athletics,Men's 4 x 100m Relay Team,2.0,Silver
8860,1344189,MITROVIC Branislav,Male,36,SRB,Serbia,WPO,Water Polo,Men Team,1.0,Gold
8861,1344191,MITROVIC Stefan,Male,33,SRB,Serbia,WPO,Water Polo,Men Team,1.0,Gold
8864,1483092,MITTON Trent Grant,Male,30,AUS,Australia,HOC,Hockey,Men Team,2.0,Silver
8879,1313629,MIYAZAKI Saori,Female,25,JPN,Japan,BKB,Basketball,Women Team,2.0,Silver
8880,1313619,MIYAZAWA Yuki,Female,28,JPN,Japan,BKB,Basketball,Women Team,2.0,Silver
